N,P,K,temperature,humidity,ph,rainfall,label
99.06,17.8,52.05,25.13,88.74,6.88,58.25,watermelon
37.7,78.86,21.49,34.68,68.55,6.11,90.76,blackgram
117.66,78.33,51.62,27.89,86.24,6.95,107.36,banana
78.33,46.46,44.61,24.06,84.76,6.15,186.39,jute
100.99,29.23,34.21,25.15,58.95,6.08,166.86,coffee
21.85,16.54,31.71,27.82,95.79,5.52,144.46,coconut
120.69,45.9,45.07,24.12,78.29,6.85,66.97,cotton
30.03,41.0,18.42,30.51,58.76,6.44,66.07,mothbeans
43.51,73.8,79.02,19.29,15.06,7.35,90.25,chickpea
31.7,58.83,20.09,29.72,85.91,6.63,73.03,mungbean
49.31,63.24,50.63,37.91,94.66,6.96,144.03,papaya
39.36,48.93,24.02,27.47,59.42,5.82,125.12,mothbeans
117.48,47.0,47.22,23.29,84.01,7.05,71.12,cotton
32.27,57.96,27.72,30.83,92.3,6.36,78.46,mungbean
100.35,19.07,51.08,30.05,93.38,6.39,22.51,muskmelon
115.74,72.68,50.59,27.53,83.41,6.59,135.48,banana
21.46,126.29,209.97,22.35,95.33,6.91,110.54,apple
91.66,55.79,40.91,23.46,80.58,6.32,244.15,rice
100.64,20.69,53.88,29.29,94.71,6.1,28.38,muskmelon
64.79,57.81,45.94,24.75,87.89,6.25,208.69,rice
29.22,56.57,27.95,32.09,86.05,6.84,80.26,mungbean
100.35,21.13,48.22,24.23,86.92,6.2,44.64,watermelon
117.19,45.99,47.5,24.84,77.62,7.92,78.18,cotton
42.37,68.2,91.8,18.07,20.29,7.76,67.38,chickpea
102.39,19.42,54.62,25.33,89.2,6.48,58.66,watermelon
30.21,72.53,29.12,18.13,21.34,6.53,136.14,kidneybeans
100.32,18.1,52.96,25.1,88.89,6.1,56.1,watermelon
22.44,17.76,30.41,26.62,90.68,6.08,158.29,coconut
24.25,61.57,20.32,17.99,69.93,6.78,47.33,lentil
21.27,126.99,200.52,14.2,84.96,6.79,56.76,grapes
21.82,19.82,11.94,12.73,90.88,6.68,118.81,orange
62.21,62.7,18.89,21.58,66.96,5.72,73.76,maize
65.08,50.44,47.7,21.51,86.23,5.63,205.17,rice
63.12,60.74,22.61,18.24,58.33,5.85,100.31,maize
52.78,77.36,84.09,19.12,19.38,8.0,65.59,chickpea
97.66,47.72,49.61,26.34,81.96,5.6,210.08,rice
31.55,47.18,27.88,33.21,59.55,4.73,86.26,mothbeans
62.95,51.08,49.69,23.66,86.29,6.54,245.45,rice
101.66,20.83,53.54,25.74,90.47,6.19,41.0,watermelon
22.85,15.71,32.59,26.29,92.86,5.43,152.22,coconut
74.05,58.39,18.07,20.94,62.77,5.63,81.04,maize
74.76,51.24,22.22,20.21,60.84,5.93,81.34,maize
20.24,77.36,24.17,18.8,64.5,7.45,43.12,lentil
46.44,72.93,21.83,29.03,68.25,6.98,96.91,blackgram
68.5,50.34,19.88,22.87,64.5,5.89,68.36,maize
88.16,44.26,41.36,20.1,83.51,6.38,239.22,rice
79.89,51.91,40.61,25.37,80.27,6.18,172.86,jute
21.48,15.68,33.29,27.52,92.82,6.88,158.71,coconut
29.28,42.37,29.77,27.15,51.34,5.58,123.89,mothbeans
21.22,17.3,32.53,27.83,93.4,7.52,142.97,coconut
19.44,18.9,42.65,26.6,94.52,5.81,135.82,pomegranate
75.05,52.38,24.17,25.85,55.44,6.74,67.73,maize
49.0,63.89,82.36,18.31,23.1,8.2,90.77,chickpea
100.85,19.89,53.08,24.63,91.19,6.62,48.57,watermelon
21.25,74.18,26.79,22.25,46.73,5.16,195.15,pigeonpeas
103.07,21.73,54.48,26.73,88.59,6.36,49.3,watermelon
21.63,61.46,22.39,18.03,68.82,7.64,49.79,lentil
103.29,16.76,51.96,28.57,93.64,6.91,24.35,muskmelon
94.62,56.34,42.58,21.2,86.69,6.89,255.68,rice
101.03,32.11,34.76,27.43,64.58,6.14,151.42,coffee
18.4,71.76,23.88,16.14,64.29,7.15,48.19,lentil
34.52,72.33,16.36,30.61,67.34,6.15,99.46,blackgram
100.83,19.61,52.24,29.46,95.24,6.5,24.65,muskmelon
66.98,63.94,23.81,26.69,56.86,6.6,116.3,maize
21.35,75.37,20.15,24.79,41.13,5.81,173.79,pigeonpeas
99.49,43.01,45.94,22.67,89.7,6.76,283.83,rice
31.56,57.32,21.47,29.68,62.39,4.94,92.75,mothbeans
99.27,20.04,54.24,31.22,89.47,6.3,27.17,muskmelon
103.4,21.33,54.7,31.47,88.02,6.38,28.19,muskmelon
20.09,132.93,211.9,8.95,82.63,6.93,69.37,grapes
24.63,22.9,40.68,24.14,93.05,6.91,188.16,pomegranate
102.61,16.53,53.92,26.2,89.28,6.82,48.08,watermelon
81.06,50.69,42.5,25.37,84.05,6.93,170.48,jute
118.15,50.94,42.84,25.32,84.1,6.95,76.2,cotton
118.72,49.54,47.3,23.74,83.72,6.24,68.22,cotton
49.33,78.89,19.01,32.57,69.55,6.01,93.37,blackgram
21.96,21.54,38.4,22.82,92.54,6.55,163.81,pomegranate
32.93,79.48,28.16,18.17,24.29,6.67,139.02,kidneybeans
55.11,62.55,91.52,21.26,21.8,6.11,72.13,chickpea
54.95,63.24,51.79,36.83,95.88,6.81,140.33,papaya
54.52,76.36,79.27,19.05,23.25,8.2,81.69,chickpea
101.53,20.49,48.97,24.76,90.12,6.16,47.03,watermelon
100.8,16.27,53.92,31.64,94.57,6.13,29.98,muskmelon
66.7,62.04,18.03,21.0,60.97,6.31,115.19,maize
103.56,28.42,31.8,26.91,61.65,6.43,153.84,coffee
29.16,45.13,27.03,30.13,88.21,6.6,99.74,mungbean
40.22,68.32,84.63,15.15,16.86,8.28,65.48,chickpea
48.71,64.42,54.41,36.78,95.76,6.22,145.27,papaya
102.4,30.41,28.28,26.97,63.89,6.72,166.6,coffee
85.84,51.42,43.56,26.91,86.06,5.86,210.18,rice
102.13,20.37,52.76,29.88,91.1,6.38,26.4,muskmelon
80.11,51.54,44.93,21.37,87.22,5.92,202.43,rice
79.62,49.2,41.97,25.96,80.15,6.13,185.22,jute
117.05,47.19,43.05,25.36,79.03,6.52,72.33,cotton
34.86,79.76,24.26,18.48,43.71,6.84,158.44,pigeonpeas
40.71,72.71,17.77,29.69,65.21,6.32,84.59,blackgram
99.76,16.5,52.49,29.89,95.26,6.36,22.87,muskmelon
22.05,16.98,30.72,27.46,94.23,6.19,144.21,coconut
74.98,59.01,47.32,24.19,81.56,5.73,205.81,rice
19.7,17.35,10.25,12.99,95.13,6.57,117.4,orange
23.33,20.37,34.89,27.27,53.67,4.71,144.73,mango
19.83,23.82,35.24,28.57,56.14,4.26,139.15,mango
101.08,20.54,49.59,28.89,89.29,6.37,28.47,muskmelon
94.49,58.99,41.47,26.49,84.92,5.89,245.91,rice
24.19,130.25,200.92,22.1,93.33,6.61,112.2,apple
34.48,58.58,23.17,26.19,90.12,6.35,62.49,mungbean
53.24,62.52,51.14,34.55,93.52,6.34,155.14,papaya
109.65,80.43,48.48,25.97,78.22,6.61,118.91,banana
32.79,71.38,23.81,32.66,68.59,6.37,68.24,blackgram
102.04,18.86,54.06,28.13,93.15,6.76,27.59,muskmelon
21.16,125.47,207.87,23.4,92.6,6.89,115.9,apple
19.77,15.42,30.19,26.21,95.35,7.99,143.28,coconut
49.48,64.49,53.42,33.73,93.25,6.77,146.75,papaya
28.57,65.58,23.77,22.64,41.19,5.58,139.78,pigeonpeas
80.14,49.08,44.91,26.66,80.88,6.37,175.94,jute
20.98,125.11,201.39,22.72,91.39,6.26,118.88,apple
21.5,130.31,203.72,21.1,90.79,6.73,119.96,apple
64.03,52.45,19.15,25.33,64.98,6.28,81.53,maize
38.18,56.39,28.66,26.99,87.84,6.29,62.62,mungbean
24.19,125.67,211.19,23.95,90.53,5.94,113.72,apple
22.17,62.15,18.12,23.28,65.62,7.64,49.99,lentil
18.05,131.7,200.47,13.46,83.36,6.38,59.73,grapes
63.36,54.02,40.73,25.75,87.06,5.62,208.48,rice
101.76,19.97,50.26,25.44,89.32,6.4,43.97,watermelon
21.39,77.95,24.35,16.7,69.62,7.65,47.91,lentil
23.11,126.28,201.71,23.34,91.96,6.23,119.41,apple
22.72,122.5,205.04,13.26,87.44,5.57,63.6,grapes
44.74,75.61,80.5,21.58,18.66,8.0,63.82,chickpea
78.5,52.71,21.98,26.24,55.51,6.55,77.84,maize
106.41,80.93,54.8,27.19,87.92,6.35,115.72,banana
20.08,64.94,26.89,20.21,18.71,6.04,113.52,kidneybeans
20.15,19.49,14.91,10.03,95.95,6.27,114.7,orange
18.82,17.73,30.47,30.64,59.08,4.31,172.03,mango
101.58,31.27,33.07,25.08,61.99,6.88,150.35,coffee
49.09,62.28,49.61,36.72,93.7,6.41,145.38,papaya
20.22,128.85,205.38,8.34,85.31,6.74,57.36,grapes
18.62,124.57,198.9,13.17,85.35,6.26,67.26,grapes
20.77,15.35,31.05,26.42,90.86,5.28,146.94,coconut
119.63,48.76,46.68,24.26,80.86,7.94,75.08,cotton
74.27,45.62,45.43,20.99,88.02,5.61,298.69,rice
30.77,70.38,22.42,24.27,46.66,6.57,145.43,pigeonpeas
37.14,72.69,17.68,33.99,67.73,6.2,75.22,blackgram
57.9,72.73,87.28,15.53,19.7,6.45,89.5,chickpea
21.58,70.54,21.93,17.37,65.19,6.64,45.93,lentil
29.16,67.96,21.63,18.46,19.6,5.87,124.2,kidneybeans
20.67,133.14,206.49,23.8,92.04,5.66,115.07,apple
21.78,20.12,47.45,24.72,88.45,6.2,124.02,pomegranate
24.54,22.9,44.58,25.77,92.53,6.95,171.4,pomegranate
79.34,49.93,40.16,24.95,78.42,6.69,181.36,jute
102.41,21.96,49.63,30.5,91.68,6.04,20.14,muskmelon
30.3,68.23,19.0,18.13,41.66,6.78,124.15,pigeonpeas
81.76,48.77,42.7,24.3,80.66,6.77,184.14,jute
77.93,48.79,39.98,24.97,80.46,6.06,189.72,jute
19.65,22.31,29.28,27.76,50.07,4.46,106.9,mango
24.51,20.91,44.61,26.32,88.69,5.85,170.89,pomegranate
29.3,56.95,18.75,28.35,51.34,6.91,131.7,mothbeans
30.69,68.92,23.35,35.08,65.43,6.54,96.96,blackgram
95.6,46.76,43.76,20.66,85.78,5.55,246.56,rice
20.26,70.88,21.86,18.85,66.68,7.93,43.77,lentil
39.64,75.16,18.54,30.54,69.62,6.06,82.0,blackgram
34.66,53.17,29.18,33.21,61.33,5.8,139.84,mothbeans
19.21,128.12,203.32,12.04,87.86,6.03,61.78,grapes
103.37,16.45,49.73,26.09,87.87,6.88,45.96,watermelon
36.48,44.08,23.63,33.01,86.8,6.11,93.02,mungbean
120.76,48.15,45.68,25.75,81.1,6.95,74.68,cotton
48.54,65.44,52.95,34.65,92.74,6.74,152.03,papaya
100.72,17.45,50.79,24.06,90.41,6.17,40.88,watermelon
23.41,19.73,33.32,30.65,58.94,5.49,184.18,mango
114.29,83.25,54.39,29.73,78.67,5.7,130.23,banana
20.0,70.22,18.56,19.93,22.95,5.59,141.97,kidneybeans
33.94,47.26,28.55,32.25,86.13,6.41,93.18,mungbean
100.2,16.6,49.82,28.71,88.23,6.91,20.08,muskmelon
22.67,15.58,30.26,26.57,92.19,5.87,144.67,coconut
28.15,76.55,27.17,22.01,24.69,5.8,105.46,kidneybeans
20.3,17.02,46.7,24.45,89.15,6.14,128.73,pomegranate
35.88,68.93,22.54,33.54,69.94,6.23,88.18,blackgram
47.6,72.97,24.09,32.99,65.66,6.31,72.06,blackgram
102.45,21.3,49.45,26.75,90.71,6.98,57.61,watermelon
100.94,80.02,54.04,25.81,87.19,6.78,191.43,banana
23.78,18.73,41.98,22.22,91.27,5.93,196.16,pomegranate
100.2,29.85,34.06,27.82,64.95,6.96,150.12,coffee
50.27,60.73,52.63,35.33,95.68,6.16,155.8,papaya
79.23,47.42,41.16,26.25,84.32,6.05,180.48,jute
19.22,15.32,32.23,26.41,91.11,5.6,155.49,coconut
22.35,16.66,10.49,13.14,92.02,7.01,110.32,orange
19.86,16.89,34.67,26.82,94.22,6.21,153.57,coconut
103.38,20.81,54.6,24.3,86.86,6.5,56.93,watermelon
24.72,131.93,211.17,22.22,93.6,6.97,116.42,apple
53.89,58.4,50.78,34.85,91.99,6.91,155.02,papaya
99.93,18.91,53.81,31.8,93.07,6.35,26.03,muskmelon
103.92,16.12,52.89,29.01,88.32,6.4,29.35,muskmelon
119.28,47.88,45.33,23.97,77.42,7.88,67.8,cotton
18.82,131.65,209.09,9.14,83.79,5.76,58.82,grapes
79.46,50.76,40.84,26.95,83.39,6.97,180.29,jute
80.52,46.43,44.26,26.79,84.83,6.94,175.44,jute
19.14,129.01,203.2,12.04,84.76,5.81,57.34,grapes
19.09,64.87,23.9,17.67,64.44,7.41,44.03,lentil
82.44,57.53,44.03,20.94,80.29,6.63,262.03,rice
22.65,17.55,29.89,27.47,53.05,4.47,117.4,mango
24.89,65.84,20.06,18.84,67.39,6.5,49.15,lentil
20.46,129.74,200.71,20.83,93.97,6.87,114.04,apple
30.16,42.77,29.79,27.5,85.73,6.66,75.72,mungbean
22.74,14.55,32.42,26.52,94.28,7.16,142.82,coconut
90.18,42.06,49.03,23.54,88.26,5.98,289.55,rice
76.7,64.77,21.68,19.55,59.08,5.53,114.86,maize
19.4,17.11,33.82,28.76,54.39,6.35,178.4,mango
24.31,24.34,38.09,20.53,89.75,6.5,188.83,pomegranate
120.61,51.75,47.58,26.05,81.16,6.41,73.18,cotton
24.55,78.82,19.22,23.0,68.42,6.51,40.67,lentil
102.68,16.91,54.39,31.57,93.23,6.67,20.05,muskmelon
19.59,18.88,14.38,10.21,90.07,6.69,111.32,orange
18.85,125.79,203.94,10.78,82.96,6.96,57.3,grapes
39.36,48.79,21.34,32.98,56.53,4.55,73.25,mothbeans
101.68,33.0,28.41,26.58,61.78,6.86,151.95,coffee
37.77,72.06,27.92,24.89,20.02,6.94,119.47,kidneybeans
22.51,60.34,27.24,23.65,18.84,5.9,100.88,kidneybeans
105.25,74.9,51.38,29.43,80.68,6.62,109.68,banana
100.92,21.01,54.77,25.32,87.75,6.85,48.54,watermelon
23.85,64.31,18.84,22.81,64.94,7.95,48.43,lentil
18.95,79.55,24.75,17.31,65.8,6.2,42.72,lentil
102.73,30.94,28.58,25.56,59.54,6.26,161.31,coffee
35.03,81.06,24.22,18.98,46.71,6.24,174.23,pigeonpeas
50.18,61.6,53.64,33.81,92.05,6.68,146.31,papaya
54.57,60.54,52.58,33.4,91.7,6.77,150.57,papaya
22.04,16.84,10.02,12.48,90.6,7.13,112.76,orange
24.62,57.95,21.07,27.21,86.38,6.86,70.0,mungbean
69.77,61.56,22.78,22.01,59.1,7.0,85.57,maize
102.53,17.14,51.87,29.01,95.64,6.03,22.0,muskmelon
22.94,19.51,29.71,32.66,50.31,6.61,113.87,mango
87.88,54.05,43.59,22.06,88.09,6.72,286.71,rice
41.47,66.83,21.84,28.55,69.49,6.12,76.47,blackgram
88.53,57.9,45.12,23.72,81.07,6.17,253.26,rice
66.7,61.15,19.13,25.36,67.48,6.26,60.38,maize
19.23,127.4,198.31,13.77,83.9,5.91,58.1,grapes
23.51,70.19,20.1,17.21,65.71,6.75,47.56,lentil
80.54,47.74,43.89,26.03,82.88,6.54,187.7,jute
119.33,49.58,42.62,24.01,84.35,7.34,65.2,cotton
102.79,31.56,29.24,25.15,62.78,6.25,159.99,coffee
102.95,72.88,53.69,28.76,86.3,6.57,166.94,banana
22.63,24.51,34.11,27.42,58.84,6.59,144.33,mango
99.73,17.74,50.17,25.57,89.65,6.38,54.39,watermelon
18.75,15.63,13.38,10.57,90.83,6.45,112.82,orange
101.24,19.76,49.02,24.57,91.02,6.26,47.6,watermelon
26.28,50.76,28.08,34.89,67.79,4.8,69.52,mothbeans
37.66,78.18,20.53,24.04,48.86,5.39,173.74,pigeonpeas
118.17,48.1,42.93,25.38,79.0,6.67,72.07,cotton
121.64,51.52,45.08,24.22,80.68,6.37,74.55,cotton
21.84,128.64,211.43,21.78,94.53,6.63,112.66,apple
22.46,71.17,22.12,23.1,22.57,6.77,134.62,kidneybeans
121.23,49.22,44.72,24.63,80.98,6.08,78.39,cotton
24.07,22.47,35.0,30.96,51.31,6.09,120.61,mango
89.04,57.94,48.87,25.46,86.42,5.63,216.16,rice
24.8,130.02,210.84,22.83,94.33,5.63,112.2,apple
22.23,127.43,203.94,9.41,83.98,6.31,55.34,grapes
24.29,129.04,207.83,22.23,95.12,5.97,115.24,apple
35.5,72.78,19.07,35.98,66.32,6.28,97.57,blackgram
23.1,17.8,41.71,23.51,93.08,5.67,140.64,pomegranate
51.1,61.93,52.78,33.51,92.3,6.08,141.47,papaya
78.64,51.54,24.56,24.19,56.02,5.95,102.49,maize
20.11,17.77,35.19,26.17,92.62,5.68,148.22,coconut
20.96,20.15,30.19,32.3,58.53,4.77,149.15,mango
20.87,128.41,203.72,21.39,94.58,5.65,113.51,apple
19.32,128.67,203.76,16.53,81.88,6.96,58.46,grapes
21.4,20.68,10.65,11.25,95.37,7.07,116.4,orange
21.22,21.66,43.57,25.2,89.96,6.35,108.81,pomegranate
31.94,83.56,29.15,20.39,45.28,5.42,199.56,pigeonpeas
23.65,18.22,38.63,20.92,94.01,6.45,125.32,pomegranate
101.07,83.25,51.71,28.07,82.24,5.64,176.81,banana
117.9,83.66,54.02,25.55,89.21,6.14,100.93,banana
31.54,51.28,24.0,25.69,51.8,5.6,84.1,mothbeans
37.72,79.33,22.27,28.67,69.31,6.48,67.41,blackgram
25.38,43.97,27.4,34.09,88.7,6.75,93.82,mungbean
59.85,78.54,85.8,21.74,19.73,7.87,63.56,chickpea
48.26,72.21,20.92,30.0,66.72,6.85,84.57,blackgram
102.6,32.84,30.77,26.69,59.59,6.62,150.24,coffee
117.28,45.85,47.58,25.21,83.37,6.67,73.89,cotton
22.1,24.76,32.73,34.24,50.83,4.57,144.08,mango
52.3,62.08,51.04,35.97,91.63,6.94,151.78,papaya
20.27,20.61,14.63,14.6,93.2,6.15,115.89,orange
119.1,50.83,42.12,23.45,84.92,6.56,79.63,cotton
21.22,21.46,39.88,25.63,94.77,5.9,149.48,pomegranate
22.02,133.95,201.54,11.93,84.64,5.94,55.23,grapes
119.98,79.29,50.83,26.13,78.86,6.22,136.73,banana
72.4,58.0,24.26,25.1,57.28,5.97,74.91,maize
19.54,15.0,32.8,27.6,89.25,7.95,149.1,coconut
27.49,51.0,18.61,29.26,66.65,6.32,72.43,mothbeans
19.36,23.16,34.62,30.89,52.98,5.91,128.82,mango
20.07,22.33,35.1,28.54,50.98,6.69,134.99,mango
20.8,129.35,203.63,22.3,93.5,6.62,115.1,apple
100.33,20.3,50.76,30.71,91.81,6.99,27.29,muskmelon
22.05,78.23,21.88,17.4,66.27,7.69,46.44,lentil
22.9,19.71,39.38,24.66,91.67,6.46,133.8,pomegranate
101.0,75.22,52.58,27.67,89.16,6.09,169.39,banana
20.45,131.67,201.97,22.56,93.65,5.73,112.07,apple
18.72,16.24,15.18,11.96,90.03,6.41,115.98,orange
49.09,65.68,48.26,37.89,90.03,6.87,146.15,papaya
18.95,62.91,22.88,21.14,68.7,7.87,46.92,lentil
120.49,48.19,45.19,23.59,78.12,7.17,79.78,cotton
99.04,28.52,33.79,27.01,64.26,6.06,161.94,coffee
19.23,16.24,29.59,27.81,95.35,7.09,158.52,coconut
19.03,63.19,23.53,20.93,64.27,7.25,43.09,lentil
23.28,131.42,200.93,20.12,92.6,6.35,118.77,apple
101.52,19.88,54.81,28.22,92.59,6.86,24.81,muskmelon
43.66,78.65,21.18,29.01,67.91,6.77,79.22,blackgram
47.16,73.34,19.92,35.62,68.6,6.93,83.47,blackgram
36.28,78.7,19.33,20.02,43.1,5.5,151.5,pigeonpeas
57.74,72.92,80.72,21.53,23.48,8.54,96.76,chickpea
78.75,48.3,42.73,20.39,88.65,6.72,299.97,rice
120.62,46.3,47.46,26.31,78.31,7.74,69.08,cotton
31.79,77.27,25.65,19.69,47.14,5.18,119.93,pigeonpeas
39.16,70.59,20.9,21.5,22.76,5.61,113.74,kidneybeans
64.26,50.47,22.56,21.32,67.97,6.21,118.09,maize
103.21,83.74,49.11,27.44,80.46,6.46,112.9,banana
80.53,50.32,41.66,26.77,83.78,6.84,183.46,jute
19.76,16.17,10.2,11.93,95.42,6.36,112.07,orange
49.34,63.23,48.38,34.57,91.05,6.58,153.24,papaya
19.87,15.34,35.72,27.04,91.8,6.56,155.58,coconut
27.77,44.81,19.14,28.15,51.93,4.12,148.73,mothbeans
95.51,47.02,41.17,21.0,87.62,6.43,210.11,rice
20.11,128.21,203.18,14.67,86.49,6.64,65.84,grapes
18.89,63.57,21.45,16.66,65.18,7.89,49.76,lentil
52.43,58.4,52.26,33.76,95.81,6.36,145.63,papaya
59.11,60.36,78.92,15.06,21.12,8.69,69.74,chickpea
48.8,62.95,81.56,18.47,14.97,6.66,83.93,chickpea
22.87,133.9,207.11,21.9,95.13,6.21,118.69,apple
100.33,20.13,53.55,24.92,85.25,6.93,46.9,watermelon
94.05,46.34,41.69,23.9,89.36,6.54,257.01,rice
53.45,63.8,48.42,35.91,90.91,6.97,156.23,papaya
22.75,59.05,21.95,31.62,92.52,6.81,96.74,mungbean
77.54,50.54,39.2,24.11,79.3,6.77,178.1,jute
54.42,61.74,49.93,33.71,90.03,6.53,142.14,papaya
24.78,24.23,39.67,20.85,88.6,6.86,119.36,pomegranate
23.49,127.57,205.9,22.13,90.83,6.39,113.15,apple
81.38,47.43,41.93,25.3,81.21,6.97,175.92,jute
34.18,62.61,17.83,34.15,67.13,6.57,65.74,blackgram
73.6,51.08,18.21,20.32,61.94,6.8,103.63,maize
21.61,22.97,43.62,23.87,88.8,5.69,152.95,pomegranate
39.06,71.53,22.25,21.54,49.41,6.75,110.26,pigeonpeas
101.17,17.67,54.09,30.42,92.91,6.53,20.92,muskmelon
20.0,58.3,28.13,32.42,86.68,6.12,44.06,mungbean
35.65,65.58,19.64,35.99,65.27,6.58,67.89,blackgram
81.36,48.67,38.16,26.15,78.77,6.79,173.36,jute
19.15,14.75,34.23,26.65,93.68,7.15,151.62,coconut
46.88,65.25,19.8,28.32,67.25,6.58,84.98,blackgram
121.99,46.27,42.72,23.57,82.29,7.32,77.72,cotton
100.32,19.08,52.01,26.78,89.52,6.41,58.61,watermelon
21.38,83.82,24.08,20.87,48.11,6.67,133.22,pigeonpeas
114.94,75.74,50.14,29.19,76.09,6.82,125.67,banana
20.7,128.48,203.45,22.05,95.57,6.81,111.35,apple
23.52,125.99,210.72,20.86,91.23,5.77,110.14,apple
20.63,72.54,19.02,22.58,65.41,7.3,44.05,lentil
54.16,59.71,54.8,33.71,90.71,6.11,151.46,papaya
22.49,57.5,29.65,26.77,92.22,6.04,64.33,mungbean
73.93,63.84,22.95,19.37,63.64,6.41,85.45,maize
26.06,71.51,26.55,23.72,41.82,5.74,190.19,pigeonpeas
100.13,31.3,28.2,27.8,61.66,6.04,156.85,coffee
20.25,20.21,12.8,11.14,91.2,6.64,117.55,orange
20.21,22.56,46.75,26.57,93.64,6.78,155.05,pomegranate
29.32,43.8,26.42,30.56,88.59,6.91,41.26,mungbean
99.13,30.26,28.4,25.56,61.92,6.87,167.66,coffee
79.38,52.37,43.69,23.24,87.47,5.56,225.24,rice
22.79,64.24,19.67,18.25,66.47,6.47,40.2,lentil
22.58,17.46,35.23,26.54,89.24,5.78,145.57,coconut
101.29,29.8,32.15,26.47,60.12,6.56,163.39,coffee
32.58,65.96,23.02,31.77,66.14,6.17,76.65,blackgram
27.1,66.04,18.38,20.96,40.85,6.21,188.1,pigeonpeas
18.86,130.01,206.53,13.79,81.62,6.84,60.84,grapes
100.68,17.74,51.79,24.07,85.56,6.42,58.86,watermelon
18.6,17.92,10.44,10.49,92.5,6.46,119.26,orange
62.96,47.17,41.16,26.04,86.23,6.0,206.36,rice
36.14,69.19,24.56,21.03,18.31,5.75,122.28,kidneybeans
48.74,74.59,90.31,16.27,20.71,6.41,90.06,chickpea
102.21,32.02,32.08,25.43,61.12,6.36,159.91,coffee
118.28,76.42,50.61,26.92,87.55,6.48,161.42,banana
21.4,19.63,34.5,33.57,55.54,4.54,146.78,mango
101.94,19.34,52.59,29.99,88.26,6.61,27.16,muskmelon
19.14,17.73,13.64,13.78,95.41,7.37,117.77,orange
81.18,50.7,42.52,25.1,80.13,6.01,186.67,jute
78.52,45.25,44.55,25.76,80.09,6.15,186.59,jute
103.44,17.44,49.96,28.21,94.36,6.42,22.29,muskmelon
35.93,54.79,25.75,26.56,90.47,6.09,62.64,mungbean
119.19,50.99,43.0,24.06,80.56,7.42,70.64,cotton
24.69,132.37,204.41,22.28,94.16,6.39,118.79,apple
103.46,28.59,31.87,26.93,59.18,6.98,159.76,coffee
27.87,50.89,19.92,31.91,86.68,6.31,70.2,mungbean
20.58,75.39,23.68,19.2,69.68,6.81,47.72,lentil
99.05,21.62,52.39,29.29,89.97,6.01,22.35,muskmelon
70.74,58.89,22.06,18.82,68.16,5.9,67.77,maize
21.51,79.63,18.68,18.42,67.83,6.7,49.28,lentil
22.93,16.07,35.49,26.81,95.99,6.74,140.85,coconut
40.24,79.13,89.75,17.83,17.26,7.05,90.99,chickpea
33.37,73.57,22.34,22.16,18.07,6.45,145.66,kidneybeans
100.94,30.52,33.38,27.63,58.73,6.38,165.52,coffee
100.47,77.16,54.13,26.51,76.42,6.64,160.6,banana
23.66,56.51,21.43,34.27,69.4,5.5,64.3,mothbeans
102.63,17.38,48.01,26.15,86.2,6.1,44.75,watermelon
101.34,72.34,49.71,29.41,81.24,6.58,191.83,banana
41.53,66.84,23.29,29.91,66.12,6.5,74.13,blackgram
103.69,27.8,32.93,27.55,64.68,6.21,160.08,coffee
20.31,76.66,21.04,21.15,49.58,5.8,183.98,pigeonpeas
78.09,51.89,43.89,26.37,80.31,6.54,172.74,jute
33.09,68.79,20.59,30.07,66.58,6.09,75.61,blackgram
19.1,126.66,210.12,14.52,83.83,5.82,60.34,grapes
19.27,124.74,198.16,9.17,83.16,5.68,69.79,grapes
54.92,63.32,52.77,33.19,94.24,6.48,142.12,papaya
19.39,15.09,33.39,29.53,59.73,4.58,134.58,mango
28.6,51.94,29.99,32.69,57.96,6.4,67.07,mothbeans
99.43,44.84,46.72,25.33,82.38,6.59,236.78,rice
35.24,67.73,24.14,21.45,22.04,6.8,149.04,kidneybeans
19.57,127.55,203.46,15.77,87.5,5.96,67.96,grapes
102.51,20.33,53.1,24.0,91.68,6.81,58.08,watermelon
22.16,21.27,12.49,10.09,95.17,6.26,116.22,orange
118.19,51.42,42.47,24.71,81.26,7.8,79.97,cotton
36.45,77.15,29.0,21.02,20.23,6.37,118.56,kidneybeans
28.09,66.37,27.41,20.0,44.33,6.37,133.25,pigeonpeas
33.13,79.18,18.1,19.52,46.62,5.97,100.53,pigeonpeas
58.54,61.21,93.69,17.81,15.12,7.46,70.27,chickpea
23.79,24.71,46.9,24.2,91.71,5.54,124.67,pomegranate
21.35,132.17,198.13,11.63,87.35,6.61,63.14,grapes
22.42,16.7,30.19,26.38,95.49,5.1,149.25,coconut
112.75,78.68,53.17,26.68,86.48,6.15,148.42,banana
20.06,21.14,45.45,22.65,90.12,6.19,181.8,pomegranate
81.48,51.74,47.45,23.02,81.28,5.93,236.31,rice
116.05,74.96,54.3,29.55,89.15,6.28,167.71,banana
102.19,76.77,50.36,27.85,87.92,5.62,107.26,banana
103.29,80.27,51.6,26.0,79.79,6.39,107.22,banana
118.14,47.96,45.34,26.55,79.61,6.27,72.34,cotton
103.66,19.63,52.62,25.21,91.36,6.64,55.38,watermelon
23.93,44.75,21.6,31.43,91.01,6.7,61.75,mungbean
22.99,21.59,33.37,29.26,53.78,4.31,171.9,mango
18.42,19.72,43.47,23.05,93.24,6.74,177.12,pomegranate
